title,intro,order,votes,ingredientes,url
Pintxo de empanada de bonito,,"['1\nPelamos la cebolleta y el calabacín y los picamos fino, incluida las hojas verdes de la cebolleta.', '2\nReservamos.', '3\nPonemos una sartén con 4 cucharadas de aceite de oliva a fuego lento.', '4\nEchamos la cebolleta y el calabacín picados y dejamos que se pochen durante 10 minutos.', '5\nAñadimos el tomate triturado, removemos bien mezclándolo todo y dejamos que se cocine durante 7 minutos.', '6\nAñadimos el vino blanco, la pastilla de caldo de pollo desmenuzada y el chorrito de salsa barbacoa.', '7\nRemovemos bien y seguimos dejando a fuego lento durante 5 minutos.', '8\nEscurrimos el bonito del líquido en el que venga conservado.', '9\nAñadimos el bonito escurrido a la sartén y removemos bien.', '10\nDejamos que se cocine durante 5 minutos mas.', '11\nUna vez cocinado todo, apagamos el fuego y retiramos. Dejamos reposar unos minutos.', '12\nMientras encendemos el horno a 200º para que vaya cogiendo temperatura.', '13\nEn una bandeja para horno extendemos papel de horno y en ella la masa de empanada.', '14\nCon una cuchara vamos cogiendo de la sartén y colocándolo y extendiendo sobre la masa de empanada.', '15\nIntentamos no coger mucho liquido, pero tampoco cogerlo seco, y vamos colocándolo en una de las mitades de la masa de empanada, respetando un espacio de un dedo en los bordes.', '16\nUna vez hayamos completado toda la mitad, doblamos la masa para tapar la mitad rellena con la vacía del otro lado.', '17\nEn los bordes los doblamos de nuevo hacia dentro y los aplastamos, para evitar que nada se salga.', '18\nCon un tenedor pinchamos la empanada para que respire cuando la metamos en el horno. Podemos hacer algún dibujo.', '19\nBatimos un huevo y con ayuda de un pincel de cocina, o en su defecto un papel de cocina doblado, vamos mojando en huevo batido toda la masa de la empanada, echando en especial en los bordes.', '20\nMetemos en el horno durante 20 minutos o hasta que veamos que la masa queda dorada.', '21\nSacamos del horno, emplatamos.']",,"['1 calabacín', '200 gr de bonito/atún en aceite vegetal o al natural.', '200 gr de tomate triturado', '1 cebolleta', '1 pastilla de caldo de pollo', '25 cl de vino blanco', '1 paquete de masa de empanada', 'Aceite de oliva', '1 chorrito de salsa BBQ (opcional)']",https://www.recetasgratis.net/receta-de-pintxo-de-empanada-de-bonito-50300.html
Pinchos de dátiles con bacon y piña,,"['1\nHaremos el caramelo de piña con unos trozos de piña, un poco de agua y azucar. Lo coceremos a fuego bajo hasta obtener una especie de caramelo.', '2\nLuego, haremos el caramelo de módena dejando reducir el vinagre con el azúcar hasta obtener el espesor deseado.', '3\nMientras tanto, cortamos la piña en dados o triangulos, y el queso en dados.', '4\nHacemos unas pequeñas bufandas con el baicon (cortamos en tiras más o menos algo más de la mitad del ancho del datil, y envolvemos los datiles con ellas.', '5\nVamos montando la brocheta con piña, dátil, bacon y dado de queso y luego dátil y piña otra vez.', '6\nHacemos las siguientes que queramos según cuantas personas seamos y las reservamos.', '7\nMontamos la nata y le añadimos un poco de sal y pimienta.', '8\nPicaremos el bacon muy finito y con cuidado lo mezclaremos con la nata montada.', '9\nPosteriormente y con mimo, rellenaremos los tres dátiles que nos quedan, abriéndolos por la mitad.', '10\nProceso final y montaje:En un plato alargado pondremos las brochetas. Regaremos las brochetas con el caramelo de piña.', '11\nCon un soplete de cocina, gratinamos un poco las brochetas hasta que el bacon la piña estén bien marcados, y el queso a punto de fundirse.', '12\nLuego salseamos las brochetas con el caramelo de Módena.', '13\nRallaremos unas nueces hasta conseguir una especie de polvo.', '14\nCon él, espolvorearemos las brochetas dejándo caer un poco por el plato.', '15\nLa textura crujiente de la nuez le va a aportar a la receta un toque interesante en paladar.', '16\nPondremos los dátiles rellenos de nata y baicon junto a las brochetas para comerlos al mismo tiempo que vamos degustando la brocheta.', '17\nDecoramos las esquinas del plato con unas hojitas de menta, que aportan, colorido, y aroma a nuestros pintxos.']",,"['7 datiles deshuesados', 'Nata para montar', 'Bacon ahumado', 'Queso', 'Piña', 'Hojas de menta para decorar', 'Nueces', 'Sal', 'Pimienta', 'Vinagre de módena y azúcar', 'unos trozos de piña, agua y azúcar']",https://www.recetasgratis.net/receta-de-pinchos-de-datiles-con-bacon-y-pina-50298.html
Pintxos de cordero con especias,,"['1\nPrimero debemos deshuesar y cortar en trozos pequeños la pierna de cordero.', '2\nSeguidamente los limpiamos de excesos de grasa y telillas y los reservamos. Eso también se lo podemos pedir a nuestro carnicero que no pondrá ningún reparo en hacerlo.', '3\nPara preparar el adobo ponemos en un bowl el zumo de un limón, una cucharada bien colmada de Ras el Hanout por kilo de carne, unas ramas de perejil y otras de cilantro (mitad y mitad) picadas bien finas, la sal, y unos 150 cl. de aceite de oliva virgen extra (AOVE). Mezclamos bien y dejamos reposar.', '4\nMientras, pelamos y troceamos en juliana una cebolla. Lo mismo con un ajo, lo cortamos bien fino.', '5\nYa sólo nos quedará poner los dados de cordero en un recipiente que cierre bien (tipo tuper), cubrir con la cebolla y el ajo, verter la marinada y añadir aceite de oliva (si hiciera falta) hasta que quede todo bien impregnado.', '6\nDejaremos entre 2 y 3 días bien cerrado en la nevera para que macere.', '7\nFinalmente, cuando las especias hayan penetrado bien en la carne, sacamos de la nevera y ensartamos los trozos de carne en varillas de metal (si vamos a asarlos en barbacoa) o de madera (suficiente para la plancha).']",,"['1 pierna de cordero', '1 limón', '1 cebolla', 'Aceite de oliva virgen extra (AOVE)', '1 cucharada de especias Ras el Hanout', 'Perejil', 'Cilantro', 'Sal']",https://www.recetasgratis.net/receta-de-pintxos-de-cordero-con-especias-50296.html
Pintxos de ciervo con liebre,,"['1\nLimpiar debidamente la carne de caza y trozarla en cubos, de tamaño mediano.', '2\nColocar en un bol y condimentar con sal, pimienta y vinagre.', '3\nMarinar la carne con mermelada de rosa mosqueta. Conservar por unos minutos.', '4\nCondimentar con enebro y clavo de olor, previamente molidos en un mortero.', '5\nConservar hasta su utilización.', '6\nAsar zanahorias y cebollas y cortarlas en pedazos medianos. Retirar el excedente de cáscara que esté quemada en exceso.', '7\nLimpiar y cortar puerros, aprovechando solamente su parte blancuzca. Cortar en trozos medianos.', '8\nPara el armado de la brochette, intercalar los trozos marinados de ciervo y liebre, con las verduras previamente cortadas. Llevar a la parrilla, a fuego fuerte, y dejar cocinar.', '9\nUna vez que la carne y los vegetales se hayan cocido, retirar del fuego y servir.', '10\nAcompañar con el pan recién horneado.']",,"['6 Cebollas', '2 k Ciervo', '2 k Conejo', 'Sal c/n', 'Pimienta c/n', '1 Frasco Mermelada de rosa mosqueta', 'Enebro 1 cdita', '6 Zanahorias', '1 vaso Vinagre', '6 Puerros (solo la parte blanca)', 'Clavo de olor']",https://www.recetasgratis.net/receta-de-pintxos-de-ciervo-con-liebre-50295.html
Pintxos de chipirones con cebolla,,"['1\nComenzamos limpiando bien los chipirones bajo el chorro de agua.', '2\nSeparamos la cabeza y el estómago, y limpiamos por fuera quitando la piel y las aletas. Después quitamos la pluma y les damos la vuelta.', '3\nCortamos la cebolla en juliana y la ponemos a pochar en una sartén a fuego lento. Al cabo de una hora estará lista y la retiramos del fuego.', '4\nPor otro lado preparamos en aceite de perejil con la batidora y cortamos unas rebanadas de pan alargadas y finitas.', '5\nPor último sazonamos los chipirones y los salteamos en una sartén con un poco de aceite y solo un par de minutos por cada lado.', '6\nPara montar el pintxo colocamos la cebolla encima del pan, luego los chipirones y rematamos con un poco más de cebolla.', '7\nEchamos un poco de perejil picado encima, unas gotas de aceite de perejil en el plato y otras por encima de los chipirones. ¡Buen provecho!']",,"['10 chipirónes pequeños', 'Sal', 'Perejil', 'Aceite', 'Cebollas']",https://www.recetasgratis.net/receta-de-pintxos-de-chipirones-con-cebolla-50293.html
Pintxos de revuelto de setas,,"['1\nPoner la sartén al fuego con un buen chorro de aceite de oliva, y pochar la cebolla y el ajo a fuego medio-lento.', '2\nUna vez pochada la verdura (unos 20 minutos), añadir los champiñones ya limpios y cortado en laminas. Y dejar freír a fuego lento hasta que estén hechos.', '3\nAñadir entonces, las lonchas de Paleta de Teruel picadas en trocitos y remover el conjunto.', '4\nSeguidamente añadir el huevo batido y remover hasta que se cuaje y retirar del fuego. Reservar.', '5\nEn otra sartén, echar un buen chorro de aceite de oliva y cuando este bien caliente, freír las rebanadas de pan por ambos lados hasta que estén doradas, sacar en papel absorbente para retirar el exceso de grasa y reservar.', '6\nPara el montaje, poner el pan frito y encima el revuelto de champiñones.']",,"['1/4 kg de Champiñones o setas de temporada', '4 Lonchas de Paleta de Teruel', '1 Huevo', '6 Rebanadas de pan', 'Aceite de Oliva', 'Sal', '1/2 Cebolla', '1 Diente de ajo']",https://www.recetasgratis.net/receta-de-pintxos-de-revuelto-de-setas-50292.html
Deliciosos Pintxos de setas,,"['1\nLo primero será hacer a la plancha las setas. Por lo que colocaremos una plancha con un poco de aceite de oliva a fuego medio.', '2\nLas setas las lavamos, las escurrimos/secamos y le quitamos el tallo.', '3\nLa plancha habrá cogido ya temperatura, así que colocamos las setas y dejamos que se hagan por un lado, para después salar y darles la vuelta y que se terminen de hacer por el otro.', '4\nUna vez hechas apagamos el fuego, las apartamos y reservamos.', '5\nEn la bandeja de horno colocamos papel de horno.', '6\nAhora sacaremos la oblea de hojaldre y la cortaremos por la mitad.', '7\nCon una de las mitades cortaremos 8 círculos ayudandonos de un vaso pequeño y un cuchillo. Reservamos los recortes sobrantes.', '8\nColocamos separados los círculos de hojaldre en la bandeja de horno', '9\nEncima colocamos la seta a la plancha', '10\nEncima de cada seta colocamos la loncha de ibérico doblada.', '11\nCon la otra mitad de la oblea marcamos y recortamos 8 rectángulos', '12\nCon el rectángulo envolvemos la loncha de ibérico y seta y la pasamos por debajo del círculo de hojaldre. Pegamos con las manos las uniones de masa por debajo.', '13\nCon los recortes hacemos bolitas y las colocamos en el centro del rectángulo aplastandolas ligeramente', '14\nEncendemos el horno a 180º para ir precalentándolo.', '15\nBatimos un huevo y con ayuda de un pincel de cocina, o papel de cocina doblado, vamos untando la masa de hojaldre.', '16\nMetemos en el horno durante 20 minutos al menos, hasta que la masa de hojaldre quede dorada.', '17\nSacamos del horno.', '18\nPresentamos', '19\n¡Y listo!']",,"['8 setas orejonas ( o shiitake o de cardillo o al gusto)', '1 huevo', '1 oblea de hojaldre envasado', '8 lonchas de jamón ibérico', 'Aceite de oliva', 'Sal']",https://www.recetasgratis.net/receta-de-deliciosos-pintxos-de-setas-50291.html
Deliciosos Pintxos de calabacín con huevo,,"['1\nLavamos el calabacin y los cortamos a rodajas de 1 cm de ancho, batimos los dos huevos, y salamos el calabacin, pasamos los trozos de calabacin por el huevo y despues por la harina, volvemos a pasar el calabacin por el huevo y finalmente por el pan rallado.', '2\nPonemos a calentar la sarten con abundante aceite de oliva y freimos el calabacin, vamos escurriendo los trozos en papel absorvente para eliminar el resto de aceite, freimos los huevos de codorniz y montamos el pincho.', '3\nPonemos una rodaja de calabacin, un trozo de queso, otro trozo de calabacin y el huevo, le pondremos un poco de sal y unas gotas de acetato balsamico o de modena, acentuara el sabor de este delicioso pincho.']",,"['2 calabacines grandes', 'Pan rallado', 'Harina', '12 triangulos de queso curado', 'Acetato balsamico o de modena', 'Sal', 'Aceite de oliva', '2 huevos', '12 huevos de codorniz']",https://www.recetasgratis.net/receta-de-deliciosos-pintxos-de-calabacin-con-huevo-50290.html
Pintxos de calabacín con jamón,,"['1\nCortamos el calabacín en rodajas de no más de 1/2 cm de grosor (si son pares mejor), les echamos sal, las pasamos por harina, luego por huevo batido y las freímos en abundante aceite caliente hasta que estén doraditas.', '2\nLas escurrimos sobre papel de cocina y reservamos calientes.', '3\nAhora cortamos las lonchas de jamón por la mitad y las hacemos a la plancha hasta que empiecen a encogerse un poco y a estar algo crujientes. Reservamos también.', '4\nCortamos la barra de pan al bies en reanadas de 1-1,5 cm y las tostamos. Necesitaremos tantas como pintxos vayamos a hacer.', '5\nAhora montamos los pintxos.', '6\nUntamos las tostadas de pan con el queso Camembert, colocamos una rodaja de calabacín encima, después media loncha de jamón doblada por la mitad y acabamos con otra rodaja de calabacín.', '7\nDecoramos con un poco de crema de vinagre balsámico, clavamos un palillo en medio y ¡listo!']",Valoración: 5 (1 voto),"['1 calabacín (más grande que pequeño)', '100 gr de crema de queso Camembert', 'Harina (para rebozar)', '2 huevos', '10-12 lonchas de jamón ibérico', 'Crema de vinagre balsámico', 'Aceite de oliva', 'Sal', '1 barra de pan grande (puede que más)']",https://www.recetasgratis.net/receta-de-pintxos-de-calabacin-con-jamon-50289.html
Pintxos de atún rojo con champiñones,,"['1\nPara preparar las brochetas de pescado, corta los filetes de atún por la mitad y sálalos.', '2\nLimpia los champiñones y cuécelos en agua con sal unos minutos, sólo blanquearlos, sácalos del agua y escúrrelos bien. Este paso no es necesario si los champiñones son muy pequeños.', '3\nLava los pimientos verdes, retira las pepitas y córtalos en 8 trozos.', '4\nLava bien los tomates cherry.', '5\nAhora monta las brochetas de pescado, pinchando los distintos ingredientes en los palos de las brochetas, alternándolos, tomate, pescado, pimiento y champiñones, y repite de nuevo, tomate, pescado, pimiento y champiñones.', '6\nSazona y fríe las brochetas de pescado en una plancha o sartén con un poquito de aceite, durante 3 ó 4 minutos por cada lado, sírvelas acompañados de limón y espolvoreadas con orégano al gusto.']",,"['8 filetes de atún rojo', '8 tomates cherry', 'Orégano', '2 pimientos verdes', '8 champiñones pequeños', 'Aceite', '1 limón', 'Agua', 'Sal']",https://www.recetasgratis.net/receta-de-pintxos-de-atun-rojo-con-champinones-50286.html
Pintxos de boquerones con escalivada y ventresca de atún,,"['1\nLavar con agua fría y secar muy bien las berenjenas y los pimientos.', '2\nUntaremos generosamente nuestras hortalizas con aceite virgen extra y les añadiremos sal gruesa colocándolas sobre una bandeja de horno.', '3\nPrecalentaremos nuestro horno con función turbo a unos 200º durante unos diez minutos e introduciremos la mencionada bandeja a una temperatura de 180º durante unos 45 minutos.', '4\nSacaremos del horno la bandeja y dejaremos enfriar las berenjenas y los pimientos cubriéndolos con papel hasta que podamos quitarles la piel--sin quemarnos -- directamente con las manos.', '5\nA continuación trocearemos las berenjenas y los pimientos en tiras en sentido longitudinal con los dedos sin utilizar ningún cuchillo y las iremos situando en una fuente de cristal como la que observáis en la fotografía.', '6\nPicaremos los ajos morados en trocitos pequeños y los incorporaremos a la fuente añadiendo por encima el jugo que han soltado los pimientos, un chorro generoso de aceite de oliva virgen extra y un poquito más de sal a vuestro gusto.', '7\nFinalmente, situaremos sobre tostadas de sabroso pan de Ousá, la escalivada y encima colocaremos a nuestro gusto, ventresta de atún claro, boquerones en vinagre o melva en conserva y espolvoreamos por encima perejil muy picadito.']",Valoración: 5 (1 voto),"['2 hermosas berenjenas.', '2 hermosos pimientos morrones rojos-verdes gruesos', 'Una lata de boquerones', 'Aceite de oliva virgen extra', 'Vinagre de módena (opcional)', '3 dientes de ajos morados de las pedroñeras', 'Una lata de ventresca de atún claro', 'Perejil', 'Sal', 'Pan tostado de ousá']",https://www.recetasgratis.net/receta-de-pintxos-de-boquerones-con-escalivada-y-ventresca-de-atun-50287.html
Pintxo de atún rojo fresco,,"['1\nLa elaboración de esta receta de cocina comienza troceando el atún. Intentaremos que los trozos sean lo más regulares que se pueda y que tengan forma de dado en la medida de lo posible.', '2\nLos colocamos en un recipiente hondo y ponemos el zumo de la lima, la sal ahumada (esto al gusto de cada uno) y el aceite hasta que cubra el atún.', '3\nDejaremos macerar por espacio de unas dos horas, aunque con una hora sería suficiente si tenéis mucha prisa.', '4\nPasado el tiempo de maceración escurrimos los cubos de atún y vamos a montar la brocheta. Para ello alternamos atún y tomate cherry en el pincho hasta que tengamos cuatro porciones de atún y tres tomatitos.', '5\nPreparamos una plancha o sartén muy ancha y vamos a cocinar cada una de las brochetas hasta que todas sus caras estén doradas.', '6\nYa tenemos nuestras brochetas de atún al humo y tomates cherry listas para servir.', '7\nYo las he acompañado de unos brotes de remolacha que le han dado un toque especial al plato.']",,"['6 tomates cherry', '100 gr de atún rojo', '1 lima', 'Aceite de oliva', 'Sal ahumada']",https://www.recetasgratis.net/receta-de-pintxo-de-atun-rojo-fresco-50285.html
Pintxos Donostiarras de atún,,"['1\nEn un bol o cuenco, ponemos las latas de atún escurridas y ponemos las cucharadas de mayonesa. Ponemos una pizquita de sal y lo mezclamos todo bien.', '2\nPartimos el pan en rebanadas y encima de cada rebanada ponemos una capa generosa de la mezcla de atún y mayonesa.', '3\nEncima de cada rebanada ponemos una guindilla de Tolosa ¡y listo!']",,"['2 latas de atún en aceite', 'Rebanadas de pan del día', 'Guindillas de Tolosa en vinagre', '1 pizca de sal', '2-3 cucharadas de mayonesa']",https://www.recetasgratis.net/receta-de-pintxos-donostiarras-de-atun-50284.html
Pintxo de atún,,"['1\nDesmenuzar el atún, rociarlo con el zumo de limón y mezclar con el quesito y el ketchup.', '2\nExtender este preparado sobre el pan. Decorar los pinchos con rodajas de huevo duro, aceitunas y tiras de pimientos.']",,"['4 rebanadas de pan de molde', '50 gr. de atún en conserva', '1 quesito', '1 cucharada de ketchup', '1 huevo duro', 'Pimiento rojo en lata', 'Aceitunas rellenas de anchoas', 'El zumo de 1/2 limón']",https://www.recetasgratis.net/receta-de-pintxo-de-atun-50283.html
Pintxo de alcachofa a la gorgonzola con bacon,,"['1\nPara esta receta he utilizado corazones de alcachofa congelados, que ahorran mucho tiempo de preparación y son de tamaño bastante uniforme.', '2\nPreparamos un cazo con agua y una pizca de sal y cocemos las alcachofas según las instrucciones del fabricante. Una vez cocidas las escurrimos y dejamos que se enfríen.', '3\nRellenamos los corazones con queso gorgonzola.', '4\nCortamos las tiras de bacon a lo largo, en dos mitades.', '5\nEnvolvemos cada corazón primero a lo ancho con una tira de bacon y luego en el sentido contrario con otra, sujetando esta con un palillo en la parte contraria a las hojas.', '6\nEn una sartén con un chorrito de aceite las salteamos hasta que el bacon esté dorado.', '7\nDejamos que escurra la grasa sobre un papel de cocina y servimos sin retirar el palillo que nos ayudará a comer el pincho.']",,"['6 lonchas de bacon', 'sal', 'Queso gorgonzola', 'Seis corazones de alcachofa congelados', 'Aceite de oliva', 'Agua']",https://www.recetasgratis.net/receta-de-pintxo-de-alcachofa-a-la-gorgonzola-con-bacon-50282.html
Pintxo de albóndigas con dos salsas,,"['1\nPreparamos las albóndigas, mezclando la carne con el ajo bien picadito y el huevo.', '2\nEchamos pan rallado , un poco de leche y lo guardamos en la nevera, tapado con film transparente, al menos una hora', '3\nLa salsa de tomate sólo tendremos que calentarla en una paella con un poco de orégano', '4\nLa salsa de setas, en una paella, pocharemos la cebolla rallada, añadiremos las setas.', '5\nBatiremos todo junto, añadiendo la nata (crema de leche), lo calentamos al fuego en un cazo hasta que espese un poco la nata (crema de leche).', '6\nFormaremos las bolitas de las albóndigas, y pondremos un trocito de queso en cada una de ellas.', '7\nFreímos en abundante aceite caliente.', '8\nServimos con un pintxo cada una y acompañadas de las dos salsas.']",,"['Carne picada', 'Pan rallado', '1 cuña de queso', '1 huevo', '1 diente de ajo', 'Leche', '1 cebolla', 'Tomate frito', 'Aceite', '1 bote de setas variadas en conserva', '1 bric de nata (crema de leche)', 'Orégano']",https://www.recetasgratis.net/receta-de-pintxo-de-albondigas-con-dos-salsas-50280.html
Pintxo de alcachofa con bacon,,"['1\nLas alcachofas conviene hacerlas con antelación, sobre todo si vas a elaborarlas como nosotros, como explicamos en el post Alcachofas cocidas, así las podrás pelar sin quemarte.', '2\nNo recomendamos los corazones de alcachofa en conserva, pues el sabor será no es igual, además de resultar más ácidos.', '3\nCuando tengas las alcachofas cocidas, pela los tallos, retiras las hojas externas y cortas las puntas duras.', '4\nLas hojas retiradas son ideales para tomar con una salsa, mojando como haríamos con unos nachos y el guacamole y degustándolas como las alcachofas al horno.', '5\nCorta las alcachofas en dos y reserva.', '6\nPon una sartén al fuego con aceite de oliva y confita la cebolla morada, previamente pelada y cortada en pluma fina, a fuego lento y con una pizca de sal.', '7\nHaz el bacon en otra sartén hasta que esté bien dorado, entonces envuelve con cada loncha media alcachofa y resérvalas en la sartén con el fuego apagado.', '8\nA su lado pon las rebanadas de pan para que se tuesten y absorban la grasa que ha desprendido el bacon.']",,"['4 alcachofas', '1 cebolla morada grande', '8 rebanadas de pan', '8 lonchas de bacon', 'aceite de oliva virgen extra', 'sal normal', 'sal negra de Hawai']",https://www.recetasgratis.net/receta-de-pintxo-de-alcachofa-con-bacon-50281.html
Pintxos de albóndigas a la crema parmesana,,"['1\nLo mezclo en un bol con ajo rallado, un huevo, un poco de pan rallado y un chorrito de leche. Lo salpimento y formo las bolas.', '2\nEn este caso no las he empanado. Las frío sin montar en la brocheta, luego las ensarto. De dos en dos, o de tres en tres, dependiendo del tamaño que las queráis hacer.', '3\nReservar.', '4\nPor otro lado he hecho una crema con queso parmesano, caldo vegetal, y leche. Lo dejo fundir, y lo espeso con un poco de maicena disuelta en un poco de agua. Ha de quedar con un sabor suave, ligero.', '5\nY para rizar el rizo, he hecho unas palomitas de maíz, a las que he añadido luego sal y pimentón dulce y las he pasado por la picadora para hacer una especie de granulado de palomitas.', '6\nEl emplatado es sencillo, en un plato hondo pequeño, en una taza o un vasito, un poco de la crema, no mucho porque se trata de acompañar la carne, no de tapar su sabor, encima un poco del granulado de las palomitas con pimienta y por fin los daditos de papaya.']",,"['Carne picada de pechuga de pollo', 'Carne picada de cerdo', 'Carne picada de ternera', 'Ajo', 'Pan rallado', 'Queso parmesano', 'Caldo vegetal', 'Leche', 'Sal', 'Pimienta', 'Maizena', 'Agua', 'Daditos de papaya']",https://www.recetasgratis.net/receta-de-pintxos-de-albondigas-a-la-crema-parmesana-50279.html
Montaditos calientes de queso con anchoas,,"['1\nCorta un diente de ajo en láminas finas y rehógalas en un poco de aceite, a fuego muy suave, hasta que empiecen a dorarse; añade los pimientos pelados y cortados en tiras finas y fríelos durante 10 minutos.', '2\nPasa las aceitunas por la batidora junto al otro diente de ajo, 2 filetes de anchoa y 2 cucharadas de aceite.', '3\nCorta el pan en rebanaditas finas y tuéstalas ligeramente.', '4\nUnta la mitad de las rebanadas con la pasta de aceitunas y pon en cada una de ellas un trozo de pimiento y medio filete de anchoa.', '5\nCubre el resto de las rebanaditas con pimiento asado y el queso cortado en láminas finas y gratínalas unos minutos a horno fuerte.']",,"['100 g de Queso en lonchas', '8 filetes de anchoa', '50 g de aceitunas sin hueso', '2 dientes de ajo', '3 pimientos rojos asados', '1 barrita estrecha de pan', 'aceite', 'sal para los pimientos']",https://www.recetasgratis.net/receta-de-montaditos-calientes-de-queso-con-anchoas-50277.html
Montadito caliente de anchoas y leche condensada,,"['1\nColocar un par de rodajas de o abrir por la mitad una pequeña chapata o pan de montadito y rellenarlo con anchoas y leche condensada en la cantidad que más gustes.', '2\nFundamental, pásalo por una sandwichera o un grill para comértelo bien caliente y cuidado con no llenarlo de demasiada leche condensada, pues al apretarlo puede terminar derramándose.', '3\nAsí que o la extiendes bien o pones una moderada cantidad en el centro del pan.']",,"['Pan', 'Leche condensada', 'Anchoas']",https://www.recetasgratis.net/receta-de-montadito-caliente-de-anchoas-y-leche-condensada-50278.html
Montaditos fríos de atún,,"['1\nPara preparar los montaditos fríos vamos a empezar escurriendo la lata de atún para que no tenga nada de aceite.', '2\nUna vez tengamos escurrido el atún lo colocamos en un bol y lo aplastamos con un tenedor.', '3\nAñadimos la lata de maíz y la mayonesa. Agregamos sal y pimienta negra y removemos bien para que se mezclen los ingredientes del relleno de los montaditos fríos.', '4\nA continuación, abrimos las piezas de pan y colocamos dentro el salmón ahumado. Sobre el pescado añadimos el relleno que habíamos preparado antes y luego la loncha de queso.', '5\nRegamos todo con un poco de aceite de oliva, salpimentamos al gusto y cerramos los montaditos fríos.', '6\nSi no nos convence la idea de comerlos fríos siempre podemos meterlos durante unos minutos a fuego fuerte en el horno.']",Valoración: 3 (1 voto),"['2 piezas pequeñas de pan', '2 lonchas de queso', '1 lata de maíz', '2 cucharadas de mayonesa', 'Pimienta negra molida', '4 lonchas de salmón ahumado', '1 lata de atún', 'Sal', 'Aceite de oliva']",https://www.recetasgratis.net/receta-de-montaditos-frios-de-atun-50275.html
Montaditos fríos mixtos,,"['1\nVamos a preparar nueve montaditos o pinchos fríos, utilizando pequeñas cantidades de cada ingrediente.', '2\nCogemos un panecillo pequeño, lo abrimos por la mitad y extendemos sobre las dos mitades queso blanco de untar.', '3\nDespués, colocamos una loncha de salón y para terminar un poco de sucedáneo de caviar. Cerramos las dos mitades y ya está listo.', '4\nAbrimos un panecillo por la mitad y untamos las dos partes con mantequilla, añadiéndole después una loncha de jamón serrano bien picada.', '5\nCerramos las dos mitades y ya lo tenemos preparado.', '6\nPara hacer una brocheta fría ensartamos en un palillo una aceituna verde gruesa con una anchoa doblada por la mitad y a continuación le añadimos un poco de queso curado cortado en forma de dado.', '7\nDeshuesamos un dátil e incorporamos dentro queso blanco. Después, cerramos el conjunto con una nuez.', '8\nCogemos un panecillo, lo abrimos por la mitad y untamos las dos mitades con paté. Después, partimos varias aceitunas en rodajas y las ponemos sobre el paté. Y, por último, cerramos las dos mitades de pan.', '9\nAbrimos un panecillo por la mitad y reservamos.', '10\nEn un bol de pequeño tamaño mezclamos una cucharada de mantequilla con una cucharada de queso de roquefort con las manos o ayudándonos de un tenedor.', '11\nCuando estén bien mezclados ambos ingredientes añadimos nueces, que habremos desmenuzado previamente en un mortero, y volvemos a mezclar.', '12\nA continuación, extendemos la masa resultante en las dos mitades del panecillo y cerramos ambas partes.', '13\nEn un bol ponemos una cucharada de mayonesa, junto con unas tiras de pimiento rojo asado, un poco de atún y aceitunas picadas.', '14\nCuando hayamos mezclado todos los ingredientes los untamos en un panecillo que habremos cortado previamente por la mitad. Después, cerramos las dos partes.', '15\nAbrimos un panecillo por la mitad y untamos las dos mitades con tomate triturado.', '16\nA continuación le ponemos un poco de bacalao ahumado y una cucharadita de postre de sucedáneo de caviar. Cerramos las dos mitades.', '17\nCogemos una tostada y la untamos con guacamole. A continuación machacamos los nachos y espolvoreamos las virutas sobre el guacamole.', '18\nLo ideal es presentar todos los montaditos y pinchos fríos en una sola fuente, mezclándolos todos.']",Valoración: 5 (1 voto),"['Anchoas', 'Nueces', 'Mantequilla', 'Tostadas', '7 Panecillos pequeños', 'Queso blanco', 'Aceitunas', 'Dátiles', 'Queso roquefort', 'Queso curado', 'Mantequilla', 'Mayonesa', 'Pimiento rojo asado', 'Sucedáneo de caviar', 'Paté', 'Tomate triturado', 'Jamón serrano', 'Aceitunas verdes o negras', 'Queso blanco de untar', 'Nachos', 'Salmón ahumado', 'Atún al natural', 'Guacamole', 'Bacalao ahumado', 'Nueces']",https://www.recetasgratis.net/receta-de-montaditos-frios-mixtos-50276.html
Montadito de Tortilla de Patatas,,"['1\nLavar, pelar y cortar las patatas en cuadraditos pequeños.', '2\nFreír en aceite de oliva a fuego lento, que no se quemen.', '3\nBatir los huevos. Mezclar con las patatas fritas.', '4\nCuajar en moldes pequeños de silicona en el horno precalentado a 180º.', '5\nMientras se cuecen cortar el puerro en tiras finas, como a juliana, enharinar y freír.', '6\nServir sobre rebanadas de pan del mismo tamaño que la tortilla.']",Valoración: 1 (2 votos),"['2 patatas', 'Aceite de oliva virgen', 'Medio puerro', '3 huevos', 'sal']",https://www.recetasgratis.net/receta-de-montadito-de-tortilla-de-patatas-50271.html
Montadito de Tortilla con salsa de almendras,,"['1\nPreparamos la salsa de almendrás para que quede clarita.', '2\nLe incorporamos a tortilla de patata y la dejamos hacer chup chup.', '3\nUna vez hecha la colocamos en una rebanada de pan y a servirla cubriéndola con un trozo de tomate seco.']",,"['Unos trozos de tortilla sobrante de otro día', '1 rodaja de pan', 'Un poco de salsa de almendras']",https://www.recetasgratis.net/receta-de-montadito-de-tortilla-con-salsa-de-almendras-50272.html
