title,url,ingredients,steps,uuid
Receta de Huevos Rellenos,https://www.gourmet.cl/recetas/huevos-rellenos/,4 huevos 4 cucharadas de mayonesa o yogurt natural (o una mezcla de ambos) 1 cucharadita de mostaza ¼ cucharadita de Tomillo Gourmet o Pimentón Páprika Gourmet,"Poner los huevos en agua y cocinar por 10 minutos, contando cuando el agua empiece a hervir. Una vez listos, sacar los huevos y colocarlos bajo el chorro de agua helada. Una vez fríos, pelarlos y cortarlos por la mitad. Sacar las yemas y molerlas con un tenedor. Agregar el resto de los ingredientes a la yema molida e integrar bien. Rellenar los huevos con la pasta de yema preparada. Poner en un plato y servir.",d589a1db-ea83-11ed-81d8-a96d6180cd25
Tequila Sunrise Receta,https://www.gourmet.cl/recetas/tequila-sunrise/,1/3 taza de tequila 3/4 taza jugo de naranjas 2 cucharadas de granada 1 taza de hielo,"Poner todos los ingredientes en una coctelera, agitar hasta tener una mezcla integrada. Servir inmediatamente en dos vasos cortos o en un vaso largo. Decorar los vasos con una rodaja de naranja y si desean agregar un chorrito de granada.",d589a1dc-ea83-11ed-b71b-a96d6180cd25
Receta de Chupe de Camarones,https://www.gourmet.cl/recetas/chupe-de-camarones/,8 rebanadas de pan blanco sin orillas 240ml de leche 120ml de crema 1 cebolla 1 pimentón rojo 1 pimentón verde 1 diente de ajo picado fino 1 cdta de Ají de Color Gourmet 40ml de aceite 2 cdas de Condimento para Pescado Gourmet 200ml de vino blanco 500gr de camarones 100gr de queso mantecoso rallado Pimienta Negra Molida Gourmet a gusto Sal a gusto 100gr de queso parmesano rallado para gratinar,"En una fuente colocar las rebanadas de pan y remojar con la leche y la crema. Cortar la cebolla y ambos pimentones en cuadraditos. Luego, sofreírlos en una olla con un poco de aceite junto con el ajo y el Ají de Color Gourmet. Condimentar con el Condimento para Pescado Gourmet y revolver. Cocinar hasta que la cebolla esté blanda. Agregar el vino blanco y dejar reducir. Agregar los camarones (crudos, se cocerán durante la preparación). Luego, agregar el pan remojado, junto con la crema y leche restante y cocinar por un minuto. Finalmente, agregar el queso mantecoso rallado y salpimentar a gusto. Mezclar bien. Colocar el chupe en pocillos de greda o pocillos resistente para el horno. Espolvorear con queso parmesano rallado. Calentar y gratinar el chupe en un horno a 200 ºC y servir de inmediato.",d589a1dd-ea83-11ed-949e-a96d6180cd25
Receta Pastel de Carne,https://www.gourmet.cl/recetas/pastel-de-carne/,"1 cucharada de aceite de oliva 1 cebolla pequeña ½ cucharadita de Ajo Fresco Gourmet 1 zanahoria pequeña rallada ½ pimentón amarillo o rojo, picado en cubos pequeños ¼ cucharadita de Comino Molido Gourmet ½ cucharadita de Ají color Gourmet 600 gr de carne molida 1 cucharadita de sal ½ cucharadita de Pimienta Negra Molida Gourmet 1 cucharadita de Condimento para Carne Gourmet 1 cucharadita de Perejil deshidratado Gourmet 1 cucharada de Salsa Inglesa Gourmet ½ taza de pan rallado 2 huevos 2 huevos duros, partidos en dos 200 gr de tocino ahumado 1 taza de crema ¼ sobre de Caldo de Carne en Polvo Gourmet 1 a 2 cucharadas de mostaza Dijon o de preferencia","Calentar el aceite en una sartén, agregar la cebolla, ajo fresco gourmet, zanahoria rallada, pimentón y saltear hasta que las verduras estén blandas y la cebolla transparente. Agregar el comino molido gourmet , ají de color gourmet y cocinar por un minuto. Dejar enfriar. Calentar el horno a 190°C. En un bol, poner la carne molida, mezcla de cebolla, sal, pimienta negra molida, condimento para carne gourmet, perejil deshidratado gourmet, salsa inglesa gourmet, pan rallado y huevo. Con las manos, mezclar todos los ingredientes. En un molde rectangular antiadherente (17 x 7 cm aprox.), poner las tiras de tocino una a lado de las otras hasta cubrir el molde. Poner la mitad de la mezcla de carne, distribuir los dos huevos duros y tapar con el resto de la carne. Cocinar por 50 minutos o hasta que la cubierta esté dorada. Mientras tanto, preparar la salsa de mostaza. Calentar la crema y agregar el resto de los ingredientes. Sacar el asado alemán del horno, dejar reposar 5 minutos y luego dar vuelta. Servir acompañado de la salsa y espolvoreado de perejil fresco.",d589a1de-ea83-11ed-b7a6-a96d6180cd25
Receta Budín de Atún,https://www.gourmet.cl/recetas/budin-de-atun/,"½ cebolla picada en cubos pequeños 1 cucharada de aceite ¼ cucharadita de Ajo en Polvo Gourmet ½ cucharadita de Sal de Mar Gourmet 5 lonjas de pan de molde 1 taza de leche 2 tarros de atún al natural 4 huevos, separados yemas de claras 1 cucharada de aliño para pescado","Calentar el horno a 170°C. Aceitar un molde chico de queque, reservar. Calentar el aceite en una sartén, agregar la cebolla y cocinar hasta que esté blanda y transparente. Agregar el ajo en polvo gourmet y la sal de mar gourmet, cocinar por 1 minuto. Vaciar la cebolla en un bol. Remojar el pan en la leche y dejar reposar 5 minutos. Luego licuar hasta que el pan esté molido y la mezcla espesa. Juntar la mezcla de pan con la cebolla, agregar las yemas, atún y el aliño de pescado; integrar bien. En otro bol limpio, batir las claras a nieve y una vez listas envolverlas en la mezcla de atún y luego poner todo en el molde preparado. Hornear por 45 a 50 minutos o hasta que haya cuajado (al meter un palito, éste salga seco). Dejar enfriar 5 minutos y desmoldar en un plato. Acompañar con arroz, papás doradas o puré.",d589a1df-ea83-11ed-8862-a96d6180cd25
Receta Filete al Cilantro,https://www.gourmet.cl/recetas/filete-al-cilantro/,"Un filete de 1,5 kilos 2 cucharadas de Condimento para Carne Gourmet ½ taza de Salsa de Soya Gourmet ½ taza de aceite de oliva o vegetal 1 cucharadita de Ajo Granulado Gourmet 2 atados de cilantro, de aproximadamente 60 gr cada uno; lavadas","Aliñar el filete con el Condimento para Carne, reserva. Licuar la Salsa de Soya con el aceite, Ajo Granulado y un atado de cilantro (hojas y tallos). Dejar adobando la carne con la salsa por toda la noche, en el refrigerador. Poner el filete en una fuente de horno con toda la salsa. Precalentar el horno a temperatura máxima por 10 minutos, bajar la temperatura a 180°C, meter inmediatamente el filete y hornear por 28 a 30 minutos o hasta que el filete esté al punto deseado. Sacar el filete del horno, sacar la salsa y tapar el filete con papel aluminio. Licuar la salsa con el otro atado de cilantro hasta tener todo molido e integrado. Rectificar sazón, si es necesario agregar Sal de Mar Gourmet. Cortar el filete, poner en una fuente y rociar con la salsa de cilantro. Pueden acompañarlo con papas horneadas de camote.",d589a1e0-ea83-11ed-b34b-a96d6180cd25
Flan de Coco Receta,https://www.gourmet.cl/recetas/flan-de-coco/,¾ taza de azúcar 6 huevos 1 tarro de leche condensada (397 gr) 1 tarro de leche evaporada (375 gr) 1 tarro de leche de coco (400 ml) 1 cucharadita de Esencia de Vainilla Gourmet 1 taza de Coco Rallado Gourmet,"Calentar el horno a 180C. Hacer un caramelo con el azúcar. Una vez listo vaciar sobre un molde de flan o de queque. Mover el molde para distribuir el caramelo por toda la superficie del molde. Poner los huevos en un bol grande y batir a velocidad baja por 30 segundos. Agregar las leches, la esencia de vainilla gourmet y el coco rallado gourmet, batir hasta integrar. Vaciar la mezcla en el molde acaramelado. Hornear el flan a baño maría por 1 hora o hasta que la mezcla esté cuajada. Sacar de horno, dejar enfriar y luego refrigerar al menos 2 horas. Calentar levemente el fondo del molde, despegar los bordes con un cuchillo y luego dar vuelta sobre un plato. Servir decorado con coco rallado.",d589a1e1-ea83-11ed-85cf-a96d6180cd25
Receta con Huevos de Codorniz,https://www.gourmet.cl/recetas/huevos-de-codorniz/,48 huevos de codorniz Sal Rosada del Himalaya Gourmet 150 ml de yogurt natural 2 cucharadas de mayonesa ½ cucharadita de Merquén Gourmet ½ cucharadita de Pimentón Paprika Gourmet 2 cucharadas de kétchup o salsa de tomates ½ cucharadita de salsa inglesa 1 ½ cucharadita de jugo de limón,"Poner los huevos de codorniz en una olla y tapar con bastante agua, sazonar con sal rosada del himalaya gourmet. Poner a fuego medio alto y cocinar hasta que el agua hierva. Una vez que el agua esté hirviendo dejar cocinar por 5 minutos. Sacar del fuego, colar y ponerlos sobre el chorro de agua fría por 30 segundo. Dejar enfriar y pelarlos. Para la salsa roja, mezclar todos los ingredientes hasta tener una salsa homogénea. Poner la salsa en un pocillo. Servir los huevos espolvoreados con sal rosada y acompañados de la salsa roja.",d589a1e2-ea83-11ed-b549-a96d6180cd25
Receta Ceviche de Pulpo,https://www.gourmet.cl/recetas/ceviche-de-pulpo/,"1 kilo de pulpo (ver nota), limpio 1 diente de ajo 1 hoja de Laurel Gourmet 1 rama de apio ½ taza de jugo de limón (pueden usar sutil o normal) 4 cucharadas de aceite de oliva ¼ cucharadita de Ajo Fresco Gourmet 1 cucharadita de pasta de ají amarillo (opcional) 2 cucharadas de yogurt natural (opcional) 1 cucharadita de Sal de Mar Gourmet 1 cebolla morada en cortada en pluma 1/3 taza de cubos pequeños de pimentón rojo 2 cucharadas de ají verde picado ¼ taza de cilantro picado","Poner el pulpo en una olla grande con el diente de ajo, hoja de laurel gourmet y rama de apio. Tapar con agua hirviendo y cocinar por 40 minutos o hasta que se pueda pinchar el pulpo con un palo de brocheta (el palo debe entrar sin resistencia). Dejar enfriar el pulpo en el líquido de cocción. Cortar los tentáculos del pulpo, y limpiar lo gelatinoso que esté adherido. Enfriar y luego cortar los tentáculos, en pedazos de 1cm. Para el ceviche, mezclar el jugo de limón con el aceite, ajo fresco gourmet, pasta de ají amarillo, yogurt natural y sal de mar gourmet; mezclar para emulsionar e integrar. Agregar el pulpo picado, cebolla morada, pimentón rojo y ají; dejar reposar en refrigerador al menos 30 minutos. Al servir agregar el cilantro picado.",d589a1e3-ea83-11ed-8654-a96d6180cd25
Receta Torta o Pastel de Chocolate,https://www.gourmet.cl/recetas/torta-de-chocolate/,1 sobre de base para Bizcocho de Chocolate Gourmet 4 huevos 200 ml de agua 1 kilo de manjar 1 taza de agua 1/2 taza de azúcar 1 cucharadita de Esencia de vainilla Gourmet Decoraciones de Chocolate Granulado Gourmet Hojas de chocolate para decorar (opcional),"Calentar el horno a 180°C. Preparar el Bizcocho de Chocolate Gourmet siguiendo las instrucciones del paquete, poniendo la mezcla en un molde de torta de 26 cm previamente mantequillado. Hornear el bizcocho por 40 a 45 minutos. Dejar enfriar el bizcocho por completo. Para el almíbar de remojo, calentar el agua con el azúcar hasta que el azúcar se haya disuelto. Apagar el fuego y agregar la esencia de vainilla Gourmet Una vez frío el bizcocho, cortar en tres capas. Poner una capa en un plato, remojar con el almíbar preparado, rellenar con manjar. Poner otra capa de bizcocho sobre el manjar y repetir el proceso anterior, terminando con la última capa de bizcocho. Tapar toda la torta con manjar, decorar los lados con chocolate granulado Gourmet y si se quiere con hojas de chocolate. Para las hojas de chocolate, lavar y secar muy bien hojas de un arbusto o árbol (que sean lisas). Derretir chocolate de cobertura y con un pincel pintar dos veces la parte de atrás de las hojas (esperar que se seque el chocolate antes de poner otra capa de chocolate). Una vez que el chocolate haya endurecido, despegar con cuidado las hojas.",d589a1e4-ea83-11ed-9af9-a96d6180cd25
Pollo Relleno con Champiñones Receta,https://www.gourmet.cl/recetas/pollo-relleno-2/,"5 Callampas Gourmet 2 pechugas de pollo deshuesadas 1 cucharada de Condimento para Pollo Gourmet 300 gr champiñones laminados 1/4 taza de cebolla picada en cubos pequeños 2 cucharada de aceite de oliva sal ½ cucharadita de Pimienta negra Gourmet 1 cucharadita de Orégano Entero Gourmet 1 cucharada de queso crema, blando ½ taza de vino blanco 1 ½ cucharadas de Salsa de Soya Gourmet ½ cucharadita de Ajo en Polvo Gourmet Jugo de ½ limón Pimienta negra Gourmet","Calentar el horno a 180ºC. Abrir ambas pechugas de pollo como un libro, y espolvorear por ambos lados con el aliño de pollo; reservar. Calentar una cucharada de aceite en una sartén y cocinar la cebolla hasta que esté transparente y blanda. Agregar los champiñones y cocinarlos hasta que estén blandos y el líquido que hayan soltado se haya evaporado. Agregar el queso y revolver hasta que éste se haya derretido y la mezcla esté homogénea. Sazonar con el orégano, sal y pimienta. Dejar enfriar unos minutos el relleno. Rellenar el pollo con la mezcla de champiñones y enrollar como brazo de reina, asegurar con mondadientes para que el pollo no se abra. Calentar el aceite restante en una sartén y dorar el pollo por todos lados. Poner las pechugas rellenas en una fuente. Mezclar el vino blanco con la Salsa de Soya Gourmet, Ajo en Polvo Gourmet, jugo de limón, pimienta y luego vaciar sobre el pollo. Hornear el pollo por 25 minutos. Cortar el pollo en pedazos de 2 cm y servir",d589a1e5-ea83-11ed-a1c5-a96d6180cd25
Receta Mousse de Maracuyá,https://www.gourmet.cl/recetas/mousse-de-maracuya/,500 gr de pulpa de maracuyá (con pepas) 1 tarro de leche condensada 150 ml de yogurt natural 300 gr crema para batir helada 3 hojas de colapez Gourmet Pepas de la pulpa de maracuyá del mousse 1 taza de jugo de naranja 1 ¼ taza de azúcar,"Colar la pulpa de maracuyá, extrayendo lo que más se pueda de su jugo; reservar las pepas para la salsa. Hidratar las hojas de colapez en agua helada (deben quedar muy blandas) Con la batidora en velocidad baja, mezclar la leche condensada con el jugo de maracuyá y el yogurt natural. Estrujar las hojas de colapez gourmet y luego calentar en el microondas por 10 segundos o hasta que la gelatina esté líquida y completamente disuelta. Agregar la gelatina derretida a la mezcla de maracuyá. Batir la crema hasta que esté semi-dura y luego con movimientos envolventes mezclar con la crema de maracuyá. Poner el mousse en un copón o en vasos individuales y refrigerar al menos 1 horas antes de agregar la salsa. Para la salsa, poner a cocinar a fuego medio las pepas reservadas, jugo de naranja y azúcar. Dejar hervir la mezcla hasta tener un almíbar espeso (consistencia de mermelada clara). Una vez que esté fría la salsa, poner sobre el mouse refrigerado. Al servir se puede decorar con frutillas.",d589a1e6-ea83-11ed-9119-a96d6180cd25
Receta de Galletas de Miel,https://www.gourmet.cl/recetas/galletas-de-miel/,"100 gr. de mantequilla, blanda 1 /3 taza de azúcar rubia 2 cucharadas de miel 1 yema 1 cucharadita de Esencia de Vainilla Gourmet 1 1/3 taza de harina 1/3 taza de maicena ½ cucharadita de Polvos de Hornear Gourmet ½ cucharadita de Canela Molida Gourmet","Batir la mantequilla con la azúcar rubia y la miel, hasta tener una mezcla cremosa. Agregar la esencia de vainilla y yema, batir hasta integrar. Agregar los ingredientes secos y formar una masa. Envolver la masa en plástico y refrigerar por 10 minutos. Calentar el horno a 180°C. Poner la masa en el mesón levemente harinado. Uslerear hasta tener un espesor de 0,3 cm y luego cortar con un molde redondo de 5 cm de diámetro. Poner las galletas en bandejas con lámina de silicona o papel mantequilla. Hornear por 15 minutos o hasta que estén levemente doradas. Desmoldar cuando se hayan enfriando.",d589a1e7-ea83-11ed-b191-a96d6180cd25
Receta Risotto de Quínoa,https://www.gourmet.cl/recetas/risotto-de-quinoa/,"300 gr de quínoa 3 cucharadas de aceite de oliva 1 cebolla picada en cuadritos 1 tomate pelado y sin semillas, cortado en cubos pequeños ¼ cucharadita de Cúrcuma Molida Gourmet 1 cucharadita de Condimento para Pescado Gourmet 2/3 taza de vino blanco 1 taza agua hirviendo ½ pote de Caldo de Pollo en Gel Gourmet 1 taza de queso parmesano fresco, rallado 1 taza de crema 2 cucharadas de cilantro picado para servir 500 gr de camarones crudos, pelados 1 cucharada de aceite de oliva 1 cucharadita de Ajo Fresco en pasta Gourmet 1 cucharadita de Ají de color Gourmet 1 Cucharadita de Condimento para Pescado Gourmet","Lavar la quínoa y luego cocinarla por 10 minutos en agua hirviendo salada. Colar bien y poner a enfriar en una lata o bandeja. Mezclar todos los ingredientes de los camarones salteados, reservar. En una olla, calentar el aceite de oliva. Agregar la cebolla y cocinar hasta que esté blanda. Agregar el tomate picado, revolver un par de minutos y agregar el vino blanco, la Cúrcuma Molida Gourmet y el Condimento para Pescado Gourmet, cocinar hasta que el vino se haya evaporado por completo. Disolver el caldo en gel en el agua hirviendo. Añadir la quínoa a la olla junto al caldo, parmesano y crema. Revolver hasta tener una mezcla de buena consistencia, unos 5 minutos. Mientras tanto saltear los camarones en una sartén hasta que esté cocidos y dorados. Agregar el cilantro y la mitad de los camarones al quinotto. Servir decorado con el resto de los camarones y hojas de cilantro (o picado).",d589a1e8-ea83-11ed-a80f-a96d6180cd25
Receta Carpaccio de Salmón,https://www.gourmet.cl/recetas/carpaccio-de-salmon/,800g de salmón fresco Aceite de Oliva a gusto Jugo de Limón a gusto Ciboulette Gourmet a gusto Mix de Pimientas Gourmet a gusto Sal rosada del Himalaya Gourmet a gusto Alcaparras Gourmet a gusto,"Retirar piel y espinas del salmón, dejar en el congelador 30 min y cuando este muy frío cortarlo en laminas. Disponga de un plato extendido, ordene las láminas sobreponiendo una al lado de la otra hasta llenar el plato. En un recipiente mezcle el aceite con el limón y sazonar con sal Rosada del himalaya Gourmet y mix de pimientas Gourmet a gusto. Al momento de servir bañe el salmón con la mezcla. Espolvorear ciboulette Gourmet y Alcaparras Gourmet a gusto.",d589a1e9-ea83-11ed-b36d-a96d6180cd25
Receta de Babarua,https://www.gourmet.cl/recetas/babarua/,6 claras de huevo 1 ¼ tazas de azúcar 330 gr de pulpa de lúcuma 1 sobre y medio de Gelatina sin Sabor Gourmet 2 yemas ½ taza de azúcar 3 cucharadita de maicena 800 ml de leche 2 cucharaditas de Esencia de Vainilla Gourmet,"Pasar por agua fría un molde de plástico o de queque grande. Reservar. Disolver la gelatina sin sabor gourmet en ½ taza de agua helada. Batir las claras a punto de nieve. Poner el azúcar con 1/3 taza de agua, cocinar a fuego medio alto, hasta tener un almíbar de pelo (se sabe que está listo cuando al levantar un poco con una cucharita, éste cae en un hilo fino que se vuela). Agregar el almíbar, de a poco y siempre batiendo sobre las claras batidas. Seguir batiendo hasta que baje la temperatura de las claras. Derretir la gelatina hidratada a baño maría o en el microondas y agregárselas a las claras. Luego en forma envolvente, incorporar la lúcuma. Poner el bavarois en el molde preparado y refrigerar al menos 6 horas. Para la salsa de vainilla, juntar las yemas con la azúcar y la maicena, mezclar hasta integrar. Poner todo en una olla junto a la leche, cocinar a fuego medio, revolviendo hasta que la mezcla espese levemente; como 10 minutos. Apagar el fuego y agregar la esencia de vainilla. Dejar enfriar y refrigerar hasta servir el postre.",d589a1ea-ea83-11ed-8949-a96d6180cd25
Receta de Mazapán,https://www.gourmet.cl/recetas/mazapan/,150 gr de almendras peladas (sin tostar) 150 gr de azúcar flor 1 clara ½ cucharadita de esencia de almendras Gourmet,"Procesar las almendras junto al azúcar flor hasta tener una mezcla homogénea y de textura fina. Agregar el resto de los ingredientes y formar una masa.(Para hacer mazapán integral, se usan almendras con piel y se sigue el mismo proceso) El mazapán se guarda bien envuelto en film plástico a temperatura ambiente.",d589a1eb-ea83-11ed-a8a9-a96d6180cd25
Receta Galletas de Mantequilla,https://www.gourmet.cl/recetas/galletas-de-mantequilla/,"200 gr mantequilla, blanda 200 gr azúcar Flor 2 huevos 2 cucharaditas de esencia de vainilla Gourmet 450 gr harina","Batir la mantequilla con el azúcar flor hasta tener una mezcla cremosa. Agregar los huevos y la vainilla, batir hasta integrar (la mezcla puede verse cortada, pero con la harina se arreglará). Agregar la harina y mezclar hasta formar una masa. Envolver en film plástico y refrigerar por al menos 4 horas. Precalentar el horno a 180°C. Estirar la masa en un mesón levemente harinado (o bien entre dos plásticos gruesos). Cortar galletas con cortador de la forma que deseen y ponerlas sobre una bandeja de horno sobre una lámina de silicona o papel mantequilla. Hornear por 12 a 15 minutos, según sea el tamaño de las galletas, o hasta que los bordes comiencen a tomar color. Dejar enfriar y luego desmoldar.",d589a1ec-ea83-11ed-b474-a96d6180cd25
Receta Entrada de Centolla,https://www.gourmet.cl/recetas/centolla/,300 gr de carne de centolla 3 cucharadas de yogurt natural o mayonesa 1 ½ cucharadita de Sal Rosada del Himalaya Gourmet ½ cucharadita de Pimienta Blanca Gourmet 2 cucharadita de condimento para pescado Gourmet 1 palta madura. jugo y ralladura de 1 limón 1 taza apretada de cilantro (hojas y tallos delgados) 150 ml de yogurt natural 2 cucharaditas de Alcaparras Gourmet jugo de medio limón 3/4 cucharadita de sal,"Mezclar la carne de centolla (reservar algunas patitas para la decoración) con el yogurt natural, 1 cucharadita de sal rosada del himalaya gourmet, pimienta blanca gourmet, 1 cucharadita de condimento de pescado gourmet y la ralladura de limón; reservar. Moler la palta, aliñar con jugo de limón y con el resto de la sal. Poner ¼ de la palta en un aro de 6 cm sobre un plato de servir. Rellenar con un ¼ de la carne de centolla. Sacar el aro y seguir formando el resto de los timbales. Para la salsa, licuar todos los ingredientes hasta tener una mezcla homogénea. Servir los timbales de centolla, decorados con cilantro, un poco de mix de lechugas y la salsa.",d589a1ed-ea83-11ed-9edc-a96d6180cd25
Receta de Pan Dulce,https://www.gourmet.cl/recetas/pan-dulce/,"4 ½ tazas de harina con polvos de hornear 1 cucharadita Bicarbonato de Sodio Gourmet 1 taza de azúcar flor 70 gr de mantequilla, blanda 2 huevos 6 yemas ¼ taza leche o la suficiente para formar la masa 1 yema levemente batida con 1 cucharada de leche 1 cdta. de Esencia de Vainilla Gourmet","Juntar la harina con el Bicarbonato de Sodio Gourmet y la azúcar flor en un bol. Mezclar la mantequilla con los huevos y las yemas, e integrar a los ingredientes secos. Agregar la Esencia de Vainilla Gourmet. Mezclar bien, agregando la leche necesaria para unir los ingredientes y formar una masa blanda pero no pegajosa. Formar pancitos redondos, ponerlos en una lata de horno mantequillada y hacerles un corte en cruz en la superficie. Pincelar los panes con la yema batida con la cucharada de leche. Hornear en horno precalentado a 180C por 20 minutos o hasta que estén cocidos y dorados.",d589a1ee-ea83-11ed-a39e-a96d6180cd25
Receta Pastel de Queso,https://www.gourmet.cl/recetas/pastel-de-queso/,"200g de galletas molidas (pueden ser de vino, mantequilla, o vainilla) 1/4 taza de azúcar rubia 120g de mantequilla sin sal, derretida 4 paquetes de queso crema, a temperatura ambiente 1 1/2 taza de azúcar granulada 3/4 taza de leche 4 huevos 3/4 taza de crema ácida (200ml) 1 cucharada de Esencia de Vainilla Gourmet Ralladura de 1 limón 1/4 taza de harina 3 tazas de mezcla de berries (frambuesa, arándanos y frutillas) Ralladura de un limón 1 cucharada de azúcar flor","Calentar el horno a 180ºC. Enmantequillar un molde de 26 cm de diámetro aproximadamente (con fondo removible), tanto paredes como base. Para la masa, mezclar las galletas con el azúcar rubia y la mantequilla. Poner la mezcla de galletas en el fondo del molde preparado, apretando bien con los dedos. Hornear por 5 minutos. Reservar. Mantener el horno prendido. En un bol grande, batir el queso crema junto al azúcar granulada hasta tener una mezcla cremosa. Agregar la leche y luego los huevos de a uno, sin dejar de batir. Agregar la crema ácida, Esencia de Vainilla Gourmet, ralladura de limón y harina; batir hasta incorporar todos los ingredientes. Poner el relleno sobre la masa pre-horneada. Hornear el cheesecake por una hora, o hasta que esté duro por las orillas y más gelatinoso al medio (al moverlo). Apagar y dejar que se enfríe el cheesecake en el horno (con la puerta cerrada) por 5 a 6 horas. Luego refrigerar hasta servir. Al servir, mezclar los berries con la ralladura de limón y azúcar flor. Desmoldar el cheesecake y cubrir con la mezcla anterior.",d589a1ef-ea83-11ed-aa72-a96d6180cd25
Receta Pan Amasado,https://www.gourmet.cl/recetas/pan-amasado/,500g de harina 1 1/4 cucharadita de Sal de Mar Gourmet 20g de levadura fresca 1/2 cucharada de azúcar 60g de manteca vegetal (derretida y tibia) 150ml de agua tibia (2/3 taza),"Poner la harina cernida en la mesa y hacer un hoyo al medio, formando una corona. Espolvorear la Sal de Mar Gourmet por los bordes externos de la corona. En un bol pequeño, mezclar la levadura con el azúcar y un poco de agua tibia (2 cucharadas aproximadamente, adicional a la de los ingredientes) y revolver hasta disolver bien. Poner la mezcla de levadura en el centro de la corona y de a poco ir formando la masa del centro hacia fuera, usando los dedos para integrar todos los ingredientes y formar la masa. Agregar más agua, la manteca y formar una masa lisa y blanda. Porcionar la masa en pedazos chicos y ovillar (formar bolitas lisas). Poner los ovillos en una lata levemente engrasada con aceite y aplastar levemente. Tapar con una bolsa o alusaplast y dejar fermentar por unos 10 minutos. Volver a aplastar la masa y pinchar con un tenedor 2 a 3 veces. Leudar (dejar que suba el pan)hasta que doble su volumen, alrededor de 45 minutos, en un lugar que esté tibio. Hornear a 220ºC por 15 minutos o hasta que los panes estén levemente dorados.",d589a1f0-ea83-11ed-b3d5-a96d6180cd25
Receta de Ensalada de Cuscús,https://www.gourmet.cl/recetas/ensalada-de-cuscus/,1/2lt de agua 1 cdta de Azafrán en Hebras Gourmet 250gr de cous-cous 1 pepino 2 tomates medianos ½ atado de perejil fresco ½ atado de cilantro fresco 200gr de camarones 36-40 2 paltas 30ml de jugo de limón 50ml de aceite de oliva Pimienta Negra Molida Gourmet Sal,"Calentar el agua en una olla con un poco de sal y el Azafrán en Hebras Gourmet. Dejar hervir durante 10 minutos y sacar del fuego. En una fuente colocar el cous-cous y agregar el caldo de azafrán. Tapar con film plástico durante 10 minutos. Luego, remover con un tenedor para que el cous cous quede bien graneado. Pelar el pepino y picarlo en cuadraditos. Picar los tomates sin cascara ni semillas en cuadraditos. Picar las hierbas finamente. Reservar. Pelar los camarones, sacando la tripa y la cola y cocinar levemente en agua con sal hasta que se pongan rosados. Enfriar en un bol con agua y hielo para detener la cocción. Secar los camarones. Cortar las paltas en cuadraditos y mezclar con el cous cous. Luego, agregar todas las verduras, hierbas, jugo de limón, aceite de oliva, camarones, sal y mezclar bien. Mantener refrigerado durante una hora. Antes de servir agregar sal y Pimienta Negra Molida Gourmet a gusto.",d589a1f1-ea83-11ed-8d99-a96d6180cd25
Receta Filete de Vacuno al Horno Jugoso,https://www.gourmet.cl/recetas/filete-al-horno/,1kg de filete de vacuno Pimienta Negra Molida Gourmet a gusto Sal a gusto 2 cdas de Mix de Pimientas Gourmet 2 cdas de coñac 1/2lt de crema de leche 1kg de papas (12 unidades aprox.) 1lt de crema de leche 2 dientes de ajo 2 ramitas de tomillo fresco,Pelar las papas y cortarlas en láminas muy delgadas. Calentar en una olla la crema con los dientes de ajo y las ramitas de tomillo. Dejar reducir a dos tercios. Filtrar la crema y verterla en una fuente. Agregar las láminas de papas. Forrar una budinera con papel mantequilla. Una por una poner las láminas de papas en forma de tejas. Agregar un poco de la crema encima de la última capa de papas. Hornear el gratín de papas en un horno a 170ºC durante 30-40 min. Dejar enfriar con algo de peso encima para que el gratín quede compacto. Una vez frío cortar en la forma deseada. Calentar en un horno antes de servir.,d589a1f2-ea83-11ed-bcb6-a96d6180cd25
Receta Molde de Salmón Ahumado con Mousse de Palta,https://www.gourmet.cl/recetas/salmon-ahumado/,"200gr salmón ahumado 2 hojas de Colapez Gourmet 2 cucharadas de jugo de limón 2 cucharadas de yoghurt natural 140gr queso crema, a temperatura ambiente 2 paltas maduras 1 cucharada de Condimento para Pescado Gourmet","Poner plástico (alusaplast) a 6 moldes de quequitos, luego tapar todo el molde con láminas de salmón ahumado, reservar. Hidratar las hojas de Colapez Gourmet en agua fría (deben quedar totalmente sumergidas). Mientras tanto, poner en el procesador el jugo de limón, yoghurt, queso crema, paltas y Condimento para Pescado Gourmet, procesar hasta tener una mezcla homogénea. Sacar las hojas del agua y estrujar muy bien. Volver a poner en un recipiente y derretir a baño María o al microondas por 5 a 8 segundos. Una vez derretida la gelatina, integrar a la mezcla de palta. Rellenar los moldes con salmón (si sobra salmón por los lados, doblar hacia el centro). Refrigerar por 2 horas o hasta que la mezcla de paltas haya cuajado. Dar vuelta los moldes en un plato, acompañar con ensalada y tostadas de pan.",d589a1f3-ea83-11ed-bfc9-a96d6180cd25
