uuid,title,ingredients,steps
88b3f035-eca5-4065-a35d-70b4730d25df,Bananas en croúte, 5 bananas chicas firmes (500 gr.)  2 cucharadas de jugo de limón  4 cdtas (té) de kirsch  2 cdtas. (té) de  Masa de hojaldre comprada  1 huevo    Para la salsa:  1 frasco de  2 cucharadas de kirsch  2 cdtas. (té) de almidón de 5 bananas chicas firmes (500 gr.)2 cucharadas de jugo de limón 4 cdtas (té) de kirsch 2 cdtas. (té) de azúcar impalpable Masa de hojaldre comprada 1 huevo 1 frasco de cerezas al natural 2 cucharadas de kirsch 2 cdtas. (té) de almidón de maíz  ," Bananas en croúte Pelar las bananas, pincharlas con un tenedor y ponerlas a macerar en una mezcla de jugo de limón, azúcar impalpable y kirsch.    Preparar 5 rectángulos de masa de hojaldre de 20x 20 cm y colocar en cada uno una banana macerada. Pintar los bordes de masa con clara de huevo o con agua; doblar la masa sobre la banana y unir los bordes.    Pintar cada paquete con yema de huevo y perforarlo con el tenedor en la parte superior, para que salga el vapor.    Colocar las bananas ""en croute"" en una chapa de horno mojada, dejar descansar 15 minutos y llevar a horno caliente durante unos 20 minutos o hasta dorarlas.    Mientras tanto, preparar la salsa: licuar las cerezas con su jugo, calentar y añadir el almidón de maíz disuelto en un poco de agua fría; perfumar con el kirsch.    Servir las bananas envueltas, calientes, con la salsa caliente o fría (la salsa puede prepararse también con duraznos en almíbar).  "
c7729817-500e-4251-a474-259ebbebc384,Budín cremoso a la naranja, 1 lt. de leche  1 rama de canela  250 gr. de arroz  1 sobrecito de gelatina sin sabor  250 gr. de crema de leche Para la salsa:  1/2 lt. de pulpa de naranjas  1 cda. de almidón de maíz  4 cucharadas de azúcar  1 cda. de manteca  1 cda. de licor Gran Marnier    ," Budín cremoso a la naranja Poner la leche, pizca de sal, el azúcar y la canela en una cacerola y calentar. Cuando suelte el hervor, agregar el arroz y cocinarlo durante media hora aproximadamente.    Remojar la gelatina en agua fría y añadirla al arroz con leche caliente, revolviendo para fundirla. Dejar enfriar a temperatura ambiente.    Batir la crema de leche firme y añadirla al arroz con leche frío, así como la cáscara rallada de una naranja. Echar esta preparación en una budinera mojada y llevarla a la heladera durante 6 a 8 horas.    Licuar las naranjas, agregar el almidón de maíz y azúcar a la pulpa obtenida y calentar, revolviendo, hasta tener una salsa espesa.    Añadirle la manteca y el licor y, si se quiere, un poco de cáscara rallada. Desmoldar el budín, pasando previamente el molde por agua caliente (no hirviendo), y bañarlo con unas cucharadas de salsa de naranja. Decorar el budín con gajos pelados de naranja y servir el resto de salsa aparte."
25e7d15d-2caa-4a28-ac1a-f8159d44b635,Milanesa a la napolitana," 200 gr. de lomo (solomillo) de  1 huevo  Ajo y perejil  Sal y pimienta  Pan rallado  2  2 tajadas de jamón  2 tajadas de mozzarella  1 pizca de 200 gr. de lomo (solomillo) de ternera , limpio 1 huevo Ajo y perejil Sal y pimienta Pan rallado tomates perita pelados y procesados 2 tajadas de jamón 2 tajadas de mozzarella 1 pizca de orégano  "," Milanesa a la napolitana Golpee el lomo con el martillo de madera, hasta obtener el grosor deseado.  Combine el huevo con ajo y perejil picados; salpimiente. Pase la carne por el huevo y después por pan rallado.    Cocine los tomates durante 15 minutos, condimente a gusto y retire.    Fría la milanesa y pásela a una placa. Cubra con el jamón y la mozzarella, agregue un poco del tomate y reserve el resto.    Gratine en el horno, retire y añada el toque de orégano. Sirva sobre un espejo hecho con el tomate reservado.  "
eb7f8699-268b-426e-9814-ac246302ccc1,Formitas de grasa, 1 kg. de  30 gr. de  2 cucharadas de sal  1 taza de agua  1 taza de leche  100 gr. de grasa de pella a temperatura ambiente (blanda)  100 gr. de manteca  1 cda. de 1 kg. de harina 00030 gr. de levadura fresca 2 cucharadas de sal 1 taza de agua 1 taza de leche 100 gr. de grasa de pella a temperatura ambiente (blanda)100 gr. de manteca 1 cda. de azúcar  ," Formitas de grasa Entibiar la leche y el agua (40°C), disolver la levadura junto con el azúcar y dejar espumar durante 3 minutos.    Trabajar la harina junto con la sal, la grasa blanda y la mitad de la manteca derretida. Amasar hasta formar una masa lisa. Dejar descansar tapada en un lugar cálido hasta duplicar el volumen.    Luego, estirar hasta 1/2 cm de espesor, pintar con manteca derretida y doblar en tres. Volver a estirar y realizar esta operación dos veces más. Finalmente dejar reposar en la heladera durante 10 minutos    Estirar la masa hasta 1 cm de espesor. Cortar tiras de 10 cm de ancho. Doblar por la mitad y a lo largo, y cortar libritos de 4 cm de grosor. Arrollar un trozo de masa y cortar en rodajas de 1 cm. de ancho. Dejar levar los espirales y los libritos en una placa. Luego cocinarlos en el horno a temperatura media."
556a55be-78a7-4585-93f7-c0bce1006e70,Pasta Frolla, Para la masa:  600 gr. de harina  Ralladura de la piel de 1 limón  200 gr. de manteca blanda  6 cucharadas de azúcar  1 huevo  2 yemas  2 cucharadas de polvo para hornear    Para el relleno:  500 gr. de dulce de membrillo  1/3 de taza de agua caliente  Yema para pintar  ," Pasta Frolla Trabajar en un bol la manteca blanda, el azúcar y la ralladura de limón, con ayuda de una espátula, hasta conseguir un arenado. Incorporar el huevo y las yemas. Agregar el polvo para hornear y la harina tamizada; y trabajar con la espátula, sin utilizar las manos para no derretir la manteca. Dejar reposar la masa.    Mientras tanto, pisar el membrillo junto con el agua caliente hasta conseguir una pasta.    Tomar las 2/3 partes de la masa y cubrir un molde para tarta utilizando las yemas de los dedos para dar forma pareja. Cubrir con la pasta de membrillo.    Con la masa restante, realizar tiras finas y hacer un enrejado sobre el relleno. Pintar con yema de huevo y hornear durante 40 minutos a temperatura media."
2d244240-5c36-4e88-8e3a-5a68d08be548,Chocotorta,3 paquetes de galletitas de chocolate Café con un chorrito de licor 500 gr. de dulce de leche común 250 gr. de queso crema Chocolate rallado o nueces picadas para la cobertura  ," Chocotorta  Preparar el relleno mezclando el dulce de leche con el queso crema.  Remojar las galletitas en el café perfumado con licor, sin que se deshagan, para que se humedezcan apenas  Poner en una fuente una capa de galletitas húmedas y encima una capa de la crema preparada. Repetir hasta terminar, aproximadamente 5 capas.  Cubrir con la misma crema con un baño de chocolate y nueces picadas ó chocolate rallado  Llevar a la heladera por un par de horas hasta que la torta esté consistente y no se desarme."
d047bb35-12ce-4f8b-beab-39c6f3e8a6bb,Budín de arroz almendrado, 1/2 lt. de leche  Pizca de sal  100 gr. de azúcar  Vainilla  150 gr. de arroz  3 huevos  Cáscara de limón  75 gr. de almendras  1 cda. de manteca  2 cucharadas de sémola  Frambuesas al natural o en mermelada  tostadas 1/2 lt. de leche Pizca de sal 100 gr. de azúcar Vainilla 150 gr. de arroz 3 huevos Cáscara de limón 75 gr. de almendras 1 cda. de manteca 2 cucharadas de sémola Frambuesas al natural o en mermelada Almendras tostadas  ," Budín de arroz almendrado Poner a cocinar al arroz con la leche, una pizca de sal, la vainilla, abierta a lo largo y 50 gr. de azúcar. Cuando esté a punto, retirarlo del calor; taparlo y dejarlo entibiar, durante 15 a 20 minutos.    Agregar entonces los huevos batidos, la cáscara rallada de limón, el resto de azúcar y las almendras picadas.    Enmantecar una budinera, espolvorearla con sémola y echar adentro la preparación de arroz. Poner la budinera en una asadera con 2 cm de agua y llevar a horno de calor mediano durante una hora.    Dejar reposar el budín durante 15 minutos fuera del horno y desmoldarlo en una fuente. Servirlo caliente con una mermelada liviana de frambuesas y con almendras fileteadas y tostadas.  "
5b582ebf-cf12-497b-b4ad-4ee143f69757,Revuelto de Gramajo, 200 gr. de papas  100 gr. de jamón cocido  4 huevos  Sal y pimienta  2 rebanadas de pan tostado  ," Revuelto de Gramajo Corte en juliana las papas peladas y el jamón. Fría las papas y reserve.    Rompa los huevos en un bol, condimente y agregue las papas fritas y el jamón.    Caliente una sartén, vuelque en ella la mezcla y remueva hasta obtener el punto deseado.    Emplate y decore con pan tostado.  "
4c002264-3a00-44f2-a8fd-295a4256cce0,Panqueque de manzanas quemado al rhum, 1 manzana verde  2 huevos  50 gr. de harina  50 cc. de leche  2 cucharadas soperas de  1 nuez de manteca  1 copita de rhum 1 manzana verde 2 huevos 50 gr. de harina 50 cc. de leche 2 cucharadas soperas de azúcar 1 nuez de manteca 1 copita de rhum  ," Panqueque de manzanas quemado al rhum Pele la manzana, corte en española y reserve en agua con limón para que no se oxide.  Prepare una pasta con los huevos, la harina y la leche.    Caliente una sartén, vierta una capa de pasta, agregue las manzanas y complemente con otra capa de pasta. Dé vuelta con cuidado.    En otra sartén ponga el azúcar y la manteca, espere hasta que se forme un caramelo y luego ponga el panqueque.    Dé vuelta y flamee con el rhum y sirva.  "
4af3e418-bf6e-40ec-849c-81654950f542,Tortas fritas en triángulos, 1 taza de  2 tazas de harina 000  1 huevo  12 cucharadas de grasa de pella blanda  30 gr. de sal gruesa  10 gr. de  1 y 1/2 taza de 1 taza de harina leudante 2 tazas de harina 0001 huevo 12 cucharadas de grasa de pella blanda 30 gr. de sal gruesa 10 gr. de levadura seca 1 y 1/2 taza de leche  ," Tortas fritas en triángulos Entibiar la leche y en ella disolver la sal gruesa. Reservar.  Realizar una corona con las harinas, sal y levadura. Incorporar en el centro la grasa, el huevo ligeramente batido y la leche tibia reservada. Tomar la masa hasta que quede lisa. Dejar reposar sobre la mesada, durante 30 minutos tapada.    Estirarla con un palote hasta 2 cm de espesor. Cortar tiras de 12 cm de ancho y luego en triángulos alargados. En el centro y hacia la base, hacer un pequeño corte y pasar por allí la punta del triángulo, girándolo para que quede en el medio como el nudo de una corbata.    Freír en aceite o grasa, escurrir, colocar sobre papel absorbente y espolvorear con azúcar."
7628ebce-3c27-4a35-b440-568eab661cf3,Bifes de cordero al Pinot, 1/2 kg. de lomo de cordero  100 gr. de manteca pomada  2 cucharadas soperas de cacao amargo  125 cl. de vino Pinot Noir  2 cucharadas de azúcar  2 cucharadas de manteca  Sal  Pimienta  2 papas moradas o 1/2 kg. de papines andinos  2 cebollas moradas pequeñas  1 bulbo de hinojo  2 cucharadas soperas de manteca  50 gr. de queso reggianito  ," Bifes de cordero al Pinot    Una hora y media antes de comenzar la preparación, trozar el lomo en 3 unidades y adobarlo con la manteca pomada mezclada con el cacao.    Para comenzar la preparación, sellar rápidamente la carne en una sartén limpia y llevar a horno medio por aproximadamente 5 minutos, hasta lograr un punto jugoso.    En una cacerola, verter el pinot noir, agregar el azúcar y reducir. Montar con la manteca fría antes de emplatar.    Para la guarnición, cortar las papas en láminas de 1 cm. sin pelar y llevar a horno medio hasta lograr que se doren.    Al mismo tiempo, cortar la cebolla en juliana y saltearla en una sartén con la manteca hasta lograr su caramelización. Cortar rodajas finas de hinojo, hervirlas durante un minuto y llevar al horno para gratinar con la manteca y el queso.    Para emplatar, intercalar las rodajas de papa con la cebolla colorada."
536c1d89-00bf-48f9-b166-7fb619900c15,Budin de bizcochuelo, 3 tazas de bizcochuelo en migas  4 tazas de leche  3 huevos  1/4 de taza de azúcar  2 cucharadas de manteca fundida  1 cdta. de jugo de limón  1 cdta. de extracto de  2 bananas 3 tazas de bizcochuelo en migas 4 tazas de leche 3 huevos 1/4 de taza de azúcar 2 cucharadas de manteca fundida 1 cdta. de jugo de limón 1 cdta. de extracto de vainilla 2 bananas  ," Budin de bizcochuelo Desmigue el bizcochuelo y báñelo con la leche caliente, deje que se ablande y deshágalo bien.    Aparte, mezcle los huevos, apenas batidos, con el azúcar, pizca de sal, manteca fundida, jugo de limón y vainilla. Añada el bizcochuelo deshecho en la leche y mezcle muy bien.    Pele las bananas, córtelas en rodajitas y añádalas a la preparación; viértala en una budinera larga enmantecada y llévela a horno moderado durante 3/4 de hora.  Desmolde el postre tibio y sírvalo así o frío.    "
721c2286-29b1-4aab-a844-19fb76b30805,Ternera a la fenix, 8 rodajas de carne asada  1 vaso de vino blanco  2 zanahorias  1  3 o 4 ramas de apio  Salvia  Canela  Manteca  Almidón de maíz  Sal  Pimienta  8 rodajas de carne asada 1 vaso de vino blanco 2 zanahorias cebolla mediana 3 o 4 ramas de apio Salvia Canela Manteca Almidón de maíz Sal Pimienta  ," Ternera a la fenix Corte en trocitos las zanahorias, el apio y la cebolla, cuézalas durante 15 minutos con 50 gr. de manteca y 3 cucharadas de aceite.    Agregue la carne en un trozo o en rodajas, poca sal, pimienta, salvia y pizca de canela, deje calentar bien y añada el vino. Cueza suavemente durante 1/2 hora, retire la carne y manténgala al calor.    Ligue la salsa, espésela con una cucharada de almidón de maíz disuelto en poca agua fría, agréguele una buena cucharada de manteca y échela sobre la carne en rodajas.    "
33dfd797-e0dc-4e69-94a5-9f93ca87aec2,Cordero a la olla, 1 kg. de pulpa de  1  1/2  1 cda. de aceite de oliva  1 cda. de manteca  125 cl. de vino tinto  Sal y pimienta    Para la guarnición:  100 gr. de  4 zanahorias pequeñas  2 cucharadas de manteca  1 cda. de azúcar  50 cl. de vino blanco seco 1 kg. de pulpa de cordero cebolla mediana 1/2 morrón rojo 1 cda. de aceite de oliva 1 cda. de manteca 125 cl. de vino tinto Sal y pimienta 100 gr. de habas peladas 4 zanahorias pequeñas 2 cucharadas de manteca 1 cda. de azúcar 50 cl. de vino blanco seco  ," Cordero a la olla    Trozar la pulpa de cordero en cuadrados de 2 cm. por lado. En una olla, saltear el cordero en el aceite de oliva y la manteca, junto con la cebolla y el morrón con corte brunoise.    Agregar el vino tinto y dejar cocer a fuego lento hasta lograr que se reduzca. Salpimentar a gusto.    Para la guarnición, hervir las habas hasta que logren su punto. Pelarlas y agregar una cucharada de manteca. Cortar las zanahorias en bastones finos y colocarlas en una cacerola destapada a fuego mínimo con una cucharada manteca y el azúcar. Agregar el vino blanco y dejar cocer hasta llegar al punto. Deben estar crocantes."
84b4f7a5-0eee-4341-b28e-03bca6a2c21f,Cordero al estilo patagónico, 1 cordero  3 limones  100 ml. de aceite de oliva  50 ml. de aceto balsámico  6 ramas de  Sal y 3 limones 100 ml. de aceite de oliva 50 ml. de aceto balsámico 6 ramas de romero fresco Sal y Pimienta  ," Cordero al estilo patagónico    Hervir los limones para remover la acidez excesiva. Una vez listos, cortarlos en cuartos y procesarlos junto con el aceite de oliva y el aceto, salpimentando a gusto. Agregar el romero.    Marinar el cordero con la preparación durante 4 horas y colocarlo en el asador cuidando que el cuello quede hacia abajo. Cocinar a fuego muy lento durante 5 horas, agregando brasa periódicamente, especialmente en la zona de los cuartos traseros y delanteros. Ocasionalmente, arrojar ramas de romero fresco a las brasas para perfumar.    Para comprobar el punto de cocción, tirar de la cola hasta que se desprenda con facilidad."
772296ff-d23b-4136-96b1-b4d21b3d38da,Terrina de salmón, 100 gr. de    Para la mousse de trucha:  50 gr. de  25 cc. de crema de leche    Para los langostinos:  5 cc. de aceite de oliva  100 gr. de langostinos crudos limpios  1 pizca de pimentón ahumado  Jugo de 1 limón    Para la mezcla de queso:  100 gr. de queso tipo Philadelphia  100 cc. de crema de leche  Ciboulette y    Para la mousse de palta:  200 gr. de palta en cubos  100 cc. de crema de  50 gr. de  50 gr. de tomate concassé  Jugo de 1 lima o  Gotas de Tabasco  Ralladura de 1 lima o limón sutil 100 gr. de salmón ahumado 50 gr. de trucha ahumada 25 cc. de crema de leche 5 cc. de aceite de oliva 100 gr. de langostinos crudos limpios 1 pizca de pimentón ahumado Jugo de 1 limón 100 gr. de queso tipo Philadelphia 100 cc. de crema de leche Ciboulette y eneldo finamente picados 200 gr. de palta en cubos 100 cc. de crema de leche 50 gr. de cebolla picada 50 gr. de tomate concasséJugo de 1 lima o limón sutil Gotas de Tabasco Ralladura de 1 lima o limón sutil  ," Terrina de salmón Tapice con el salmón ahumado 4 moldes individuales; resérvelos.    Prepare la mousse de trucha: quite las espinas de la trucha ahumada y procésela junto con la crema. Salpimiente y reserve.    En una sartén caliente, eche el aceite de oliva y saltee los langostinos. Condimente con sal y pimentón ahumado. Desglase con el jugo de limón, retire del fuego y reserve.    Aparte, combine el queso con la crema y las hierbas, salpimiente y reserve.    También procese la palta junto con la crema, la cebolla, el tomate, el jugo de lima, la sal y el Tabasco. Incorpore la ralladura de lima y reserve.    Rellene el molde tapizado con la mousse de trucha. Coloque encima una fina capa de la mezcla de queso y varios langostinos. Disponga otra capa de la mezcla de queso y termine con la mousse de palta.  "
7ad754a9-cc6c-4e0f-8a9f-cd210d7f2aab,Costillar de ternera en sal gruesa," Un trozo de costillar de 2,700 kg  1 puñado de sal gruesa    Para la salsa de chalotes:  5 chalotes  50 gr. de manteca  1 cda. de aceite  1/2 taza de vino blanco seco  Vinagre  1 yema  Sal, pimienta  Perejil Un trozo de costillar de 2,700 kg 1 puñado de sal gruesa 5 chalotes 50 gr. de manteca 1 cda. de aceite 1/2 taza de vino blanco seco Vinagre 1 yema Sal, pimienta  "," Costillar de ternera en sal gruesa Hacer adherir la sal gruesa al trozo de ternera, sobre todo del lado de la carne, Cocinar a horno caliente, durante 1 hora. Dejar reposar 10 minutos en el horno apagado.    Preparar la salsa mientras se cocina la carne: picar finos los chalotes y dorarlos suavemente en la mezcla de manteca y aceite calientes. Agregar el vino blanco y dejado reducir para que pierda el alcohol y su sabor acre.    Salpimentar y ligar con la yema, fuera del fuego. Incorporar un hilo de vinagre de vino y perejil picados. Mantener la salsa caliente sobre baño maría caliente, no hirviendo.    Cortar la carne en rebanadas y servirla en una fuente caliente. Calentar la asadera sobre la hornalla, para disolver el fondo de cocción con el jugo o un poco de agua y raspando con una cuchara de madera.    Servir esta salsa en una salsera y la de chalotes en otra.  "
a67ea4f0-f668-41f7-8ad0-744a2c1f7e99,Torta de limón, 1 paquete de torta instantánea de limón  50 gr. de manteca o  2 cucharadas de jugo de limón  1/2 lt. de crema de leche  6 a 8 cucharadas de  1/2 taza de jugo de  1 sobrecito de gelatina sin sabor  Azúcar impalpable 1 paquete de torta instantánea de limón 50 gr. de manteca o margarina 2 cucharadas de jugo de limón 1/2 lt. de crema de leche 6 a 8 cucharadas de azúcar impalpable 1/2 taza de jugo de limón 1 sobrecito de gelatina sin sabor Azúcar impalpable  ," Torta de limón    Preparar la torta según las indicaciones del envase, agregando la manteca y el jugo de limón. Echarla en una tortera desmontable enmantecada y cocinarla a horno mediano durante unos 50 minutos, o hasta que la hoja de un cuchillo salga limpia y seca haciéndola penetrar en la masa.    Mientras se enfría la torta, preparar la crema limón: batir la crema de leche firme, con el azúcar impalpable. Disolver la gelatina en el jugo de limón y hacerla derretir sobre calor suave. Mezclar la gelatina con la chantilly y añadir, a gusto, un poco de cáscara rallada de limón.    Cortar la torta por la mitad, en dos capas. Poner toda la crema, antes de que haya prendido completamente, sobre la capa inferior. Apoyar encima la otra capa y emparejar la crema untando todo el borde con ella.    Espolvorear la superficie de la torta con azúcar impalpable y adornar alrededor con rodajas de limón. Servir esta torta bien fría."
f1c3e8eb-4c7d-4b9d-b134-f16fcd3382a9,Medallón de ternera al tomillo, 12 medallones de ternera  Sal gruesa  de molinillo  3 cucharadas soperas de aceite  100 gr. de cebolla  50 gr. de zanahoria  1 bouquet de tomillo    Para la salsa:  500 cc. de fondo de verduras o agua  30 gr. de manteca    Además:  Papas a la manteca  Ramitas de  Cebollitas 12 medallones de ternera Sal gruesa Pimienta de molinillo 3 cucharadas soperas de aceite 100 gr. de cebolla 50 gr. de zanahoria 1 bouquet de tomillo 500 cc. de fondo de verduras o agua 30 gr. de manteca Papas a la manteca Ramitas de tomillo Cebollitas  ," Medallón de ternera al tomillo Frote los medallones con sal gruesa y pimienta a gusto. Caliente el aceite en una placa, ponga la carne y cocine en horno fuerte, moviendo las piezas para emparejar el dorado. Calcule alrededor de 15 minutos de cocción por cada 500 gr. de carne, si le gusta rosado.    Pele y troce la cebolla y la zanahoria. Unos 15 minutos antes de apagar el horno, añada las hortalizas y el tomillo a la placa. Retire la carne.    Prepare la salsa: ponga la placa sobre la hornalla para colorear las hortalizas. Desglase con fondo o agua. Tamice y pase a una cacerolita. Rectifique la sazón e incorpore la manteca de a poco mientras bate. Presente en salsera aparte.  "
b9828e35-e051-4bad-8ee1-7af14d3209fc,Polenta a la criolla, 500 gr. de salchicha fresca  40 gr. de manteca  Harina  Salvia  1/2 vaso de vino blanco seco  1 cda. de extracto de tomate  1 taza de polenta de cocimiento rápido    ," Polenta a la criolla Corte la salchicha fresca en trozos; páselos apenas por harina y fríalos en la manteca, con unas hojitas de salvia.    Añada el vino blanco seco y el extracto de tomate y cueza durante 10 minutos más.    Eche la polenta, en forma de lluvia, en 3 tazas de agua con sal hirviendo; revuelva durante un minuto.    Sírvala con la salchicha y su salsa, todo bien caliente.  "
649a348a-ad81-42e0-9f55-0e4bf0d3faa9,Cebollas al cheddar, 9 cebollas medianas  1 taza de queso Cheddar rallado  1 y 1/2 taza de leche  2 cucharadas de harina  50 gr. de manteca  Sal  Pimienta 9 cebollas medianas 1 taza de queso Cheddar rallado 1 y 1/2 taza de leche 2 cucharadas de harina 50 gr. de manteca Sal  ," Cebollas al cheddar Pele las cebollas y hiérvalas en agua salada durante 1/2 hora. Déjelas entibiar y escurrir; córtelas por la mitad y dispóngalas en una fuente térmica enmantecada.    Caliente la manteca en una cacerolita, agregue la harina y revuelva para cocinarla un momento. Incorpore la leche y siga cocinando a fuego suave, revolviendo, hasta que la salsa espese y suelte algún hervor. Salpimiente y añada el queso rallado grueso.    Eche la salsa sobre las cebollas y caliente unos minutos en el horno.    "
a7786c88-32e1-4ec4-860b-b92e10483ef7,Pescado con salsa de queso, 1  200 gr. de queso fundido  1 kg. de filetes de  1 cdta. de salsa inglesa  1 cdta. de  Sal  Pimienta  1 taza de  cebolla picada 200 gr. de queso fundido 1 kg. de filetes de merluza 1 cdta. de salsa inglesa 1 cdta. de mostaza Sal Pimienta 1 taza de leche  ," Pescado con salsa de queso Corte la merluza en trocitos, póngalos en 4 fuentecitas para horno enmantecadas (o una grande).    Ralle la cebolla y corte el queso en rodajitas, póngalas sobre el pescado.    Mezcle la leche con sal, pimienta, mostaza y salsa inglesa, échela sobre el pescado y llévelo a horno caliente durante 10 a 15 minutos.    "
8338fd86-abec-404e-af4f-a69706dd1213,Creme brulée a la lavanda, 1 puñado de flores de lavanda (aptas para consumir)  1 taza de leche  1 taza de crema de leche  1 cdta. de canela  2 huevos  1/2 taza de 1 puñado de flores de lavanda (aptas para consumir)1 taza de leche 1 taza de crema de leche 1 cdta. de canela 2 huevos 1/2 taza de azúcar  ," Creme brulée a la lavanda Sumerja las flores de lavanda en la leche para hacer una infusión en frío, tape y deje reposar dentro de la heladera de un día para otro.    Coloque en una cacerolita la leche, la crema y la canela y lleve a punto de ebullición.    En un bol mezcle los huevos con el azúcar e incorpore, de a poco, siempre revolviendo, la leche caliente.    Pase la preparacíón por un colador, repártala en moldes individuales y lleve al horno a 150°C, a Baño María, hasta que cuaje.    Retire, deje entibiar y lleve a la heladera por lo menos 4 horas.    "
0d8eb8f6-0997-49cb-a4c3-e81cb9be70d3,Ensalada americana de papas, 1/2 kg. de papas  1 manzana ácida grande  1 atado del rabanitos  1 corazón de apio  Aceite  Limón  Mayonesa  ," Ensalada americana de papas Cueza las papas con la cáscara, déjelas enfriar, pélelas y córtelas en cubos o rodajas.    Corte la manzana igual que las papas, en dados o rodajas, sin pelarla; rocíela enseguida con jugo de limón.    Lave muy bien los rabanitos y córtelos en rodajitas.  Lave lo blanco del apio y córtelo en bastoncitos.    Mezcle todos los ingredientes y aderece con poca sal, pimienta, aceite y jugo de limón o con unas cucharadas de mayonesa mezclada con jugo de limón."
88aa967e-4c06-4389-af44-7a6e5b052b7a,Escalopes sorpresa, 4 escalopes de 100 gr. c/u  2 tajadas de jamón cocido  4 tajaditas de queso tipo fontina  4 fondos de alcauciles  50 gr. de manteca  Vino blanco  Caldo  Sal  Pimienta 4 escalopes de 100 gr. c/u 2 tajadas de jamón cocido 4 tajaditas de queso tipo fontina 4 fondos de alcauciles 50 gr. de manteca Vino blanco Caldo Sal  ," Escalopes sorpresa Extienda los escalopes sobre la mesada, aplástelos un poco dándoles forma alargada. Ponga sobre la mitad de cada uno 1/2 tajada de jamón, una de queso y un fondo de alcaucil en rodajitas.    Doble los escalopes, haciendo adherir bien las 2 mitades; sujételos con 2 palillos, salpiméntelos, páselos por harina y fríalos en la manteca.    Báñelos con medio vaso de vino blanco, déjelo hervir 2 minutos, añada unas cucharadas de caldo o agua y cueza 10 minutos más. Sirva con puré de papas instantáneo."
547d1463-6af1-47d9-9c19-d0e0f84f8dfe,Tatin de peras, 5 peras  100 gr. de manteca  500 gr. de azúcar  1 chaucha de vainilla  300 gr. de masa de hojaldre (se puede reemplazar por masa quebrada)  ," Tatin de peras Corte las peras por el medio y quíteles las semillas. Colóquelas en una fuente para horno y cubra con la manteca, el azúcar y la vainilla. Hornee hasta que estén tiernas y deje enfriar.    En una sartén que pueda ir al horno, acomode las peras caramelizadas una junto a otra, con la parte curva hacia abajo. Cubra con la masa estirada y pinche la masa con un tenedor para que el vapor pueda salir.    Cocine en horno fuerte hasta que la masa esté dorada.  Deje entibiar y desmolde."
485389a1-9dfe-4835-a74f-49942f37f25a,Spaghetti a la crema de nuez, 600 gr. de spaghetti  4 yemas  100 gr. de manteca  200 gr. de nueces peladas y picadas  200 gr. de crema de leche  100 gr. de parmesano rallado  Sal  ," Spaghetti a la crema de nuez  Ponga a cocinar los fideos en abundante agua salada e hirviendo.  Mientras se cuecen, prepare la salsa: ponga en un bol las nueces picadas, la mitad del queso rallado, las yemas, la crema de leche y sal. Mezcle perfectamente para que resulte una crema homogénea.    Cuando los spaghetti estén a punto, cuélelos y échelos enseguida en la fuente, añada la manteca y el queso restante, luego la salsa, y mezcle con 2 tenedores sobre fuego suave hasta que el huevo se cueza ligeramente y la salsa se haga cremosa. Sirva enseguida.  "
371af681-8e26-497d-86be-dd5e216320ca,Bifes a la pizzaiola, 4 bifes de ternera  4 cucharadas de aceite o 40 gr. de manteca  2 dientes de ajo  1 lata de  Orégano  Sal  Pimienta 4 bifes de ternera 4 cucharadas de aceite o 40 gr. de manteca 2 dientes de ajo 1 lata de tomates al natural Orégano Sal  ," Bifes a la pizzaiola Fría los bifes en manteca o aceite, al punto de su gusto; retírelos y manténgalos al calor.    En el fondo de cocción de la carne agregue los ajos pelados, déjelos dorar y retírelos.    Agregue los tomates escurridos y picados, sal, pimienta y una buena pizca de orégano. Cueza de 8 a 10 minutos, añada los bifes y caliente un minuto más, a calor fuerte.  "
cb1ea786-58a9-48b2-98b5-08b78d0a03cb,Manzanas flambees al calvados," 6 u 8 manzanas  70 gr. de manteca  100 gr. de azúcar  2 copitas de calvados,  Crema de 6 u 8 manzanas 70 gr. de manteca 100 gr. de azúcar 2 copitas de calvados,Crema de leche (optativo)  "," Manzanas flambees al calvados Pele las manzanas y córtelas en rodajas grandes. Saltéelas en la manteca hasta dorarlas, a fuego fuerte; espolvoréelas con el azúcar y deje que se acaramele.    Báñelas entonces con el calvado y enciéndalo, o bien déjelo evaporar.    Sirva las manzanas acompañadas con crema de leche ligeramente batida con azúcar (optativo).  "
9b465ca9-423e-4ed9-8fad-9c1a671a86ac,Merluza a la crema, 1 kg. de  1 cebolla  1 zanahoria  1 tallo de  2 vasos de vino blanco seco  1 cda. de jugo de limón  1 yema  Sal  Pimienta 1 kg. de merluza 1 tallo de apio 2 vasos de vino blanco seco 1 cda. de jugo de limón 1 yema Sal  ," Merluza a la crema Fría la cebolla, apio y zanahoria rallados en 4 cucharadas de aceite. Agregue el vino blanco y sal; cuando esto hierva agregue los filetes de merluza cortados en trozos medianos.  Cubra la cacerola y cueza a fuego lento durante 10 minutos.    Ligue la salsa con la yema mezclada con el jugo de limón y sirva con arroz blanco.    "
